ID,Tournament,Date,Home Team,Home Goals,Away Goals,Away Team,Winning Team,Losing Team,Win Conditions,Home Stadium
16862,UEFA Euro qualification,2019/10/11,Czech Republic,2,1,England,Czech Republic,England,,TRUE
16863,UEFA Euro qualification,2019/10/11,Portugal,3,0,Luxembourg,Portugal,Luxembourg,,TRUE
16864,UEFA Euro qualification,2019/10/11,Iceland,0,1,France,France,Iceland,,TRUE
16865,Friendly,2019/10/11,Morocco,1,1,Libya,,,,TRUE
16866,Friendly,2019/10/11,Uruguay,1,0,Peru,Uruguay,Peru,,TRUE
16867,CONCACAF Nations League,2019/10/11,United States,7,0,Cuba,United States,Cuba,,TRUE
16868,CONCACAF Nations League,2019/10/11,Bermuda,1,5,Mexico,Mexico,Bermuda,,TRUE
16869,UEFA Euro qualification,2019/10/12,Denmark,1,0,Switzerland,Denmark,Switzerland,,TRUE
16870,UEFA Euro qualification,2019/10/12,Norway,1,1,Spain,,,,TRUE
16871,Friendly,2019/10/12,Tunisia,0,0,Cameroon,,,,TRUE
16872,UEFA Euro qualification,2019/10/13,Belarus,1,2,Netherlands,Netherlands,Belarus,,TRUE
16873,UEFA Euro qualification,2019/10/13,Estonia,0,3,Germany,Germany,Estonia,,TRUE
16874,UEFA Euro qualification,2019/10/13,Wales,1,1,Croatia,,,,TRUE
16875,UEFA Euro qualification,2019/10/13,Poland,2,0,North Macedonia,Poland,North Macedonia,,TRUE
16876,UEFA Euro qualification,2019/10/13,Kazakhstan,0,2,Belgium,Belgium,Kazakhstan,,TRUE
16877,Friendly,2019/10/13,Brazil,1,1,Nigeria,,,,FALSE
16878,Friendly,2019/10/13,Ecuador,1,6,Argentina,Argentina,Ecuador,,FALSE
16879,CONCACAF Nations League,2019/10/13,Costa Rica,0,0,Curaçao,,,,TRUE
16880,UEFA Euro qualification,2019/10/14,Bulgaria,0,6,England,England,Bulgaria,,TRUE
16881,UEFA Euro qualification,2019/10/14,Lithuania,1,2,Serbia,Serbia,Lithuania,,TRUE
16882,UEFA Euro qualification,2019/10/14,Ukraine,2,1,Portugal,Ukraine,Portugal,,TRUE
16883,UEFA Euro qualification,2019/10/14,France,1,1,Turkey,,,,TRUE
16884,UEFA Euro qualification,2019/10/15,Switzerland,2,0,Republic of Ireland,Switzerland,Republic of Ireland,,TRUE
16885,UEFA Euro qualification,2019/10/15,Sweden,1,1,Spain,,,,TRUE
16886,Friendly,2019/10/15,Denmark,4,0,Luxembourg,Denmark,Luxembourg,,TRUE
16887,Friendly,2019/10/15,Morocco,2,3,Gabon,Gabon,Morocco,,TRUE
16888,Friendly,2019/10/15,Peru,1,1,Uruguay,,,,TRUE
16889,CONCACAF Nations League,2019/10/15,Canada,2,0,United States,Canada,United States,,TRUE
16890,CONCACAF Nations League,2019/10/15,Mexico,3,1,Panama,Mexico,Panama,,TRUE
16891,FIFA World Cup qualification,2019/10/15,Taiwan,1,7,Australia,Australia,Taiwan,,TRUE
16892,FIFA World Cup qualification,2019/10/15,Bahrain,1,0,Iran,Bahrain,Iran,,TRUE
16893,FIFA World Cup qualification,2019/10/15,Palestine,0,0,Saudi Arabia,,,,TRUE
16894,FIFA World Cup qualification,2019/10/15,Qatar,2,1,Oman,Qatar,Oman,,TRUE
16895,FIFA World Cup qualification,2019/10/15,Tajikistan,0,3,Japan,Japan,Tajikistan,,TRUE
16896,FIFA World Cup qualification,2019/10/15,North Korea,0,0,South Korea,,,,TRUE
16897,African Nations Championship qualification,2019/10/19,Morocco,3,0,Algeria,Morocco,Algeria,,TRUE
16898,African Nations Championship qualification,2019/10/20,Libya,1,2,Tunisia,Tunisia,Libya,,TRUE
16899,African Nations Championship qualification,2019/10/20,Guinea,1,0,Senegal,Guinea,Senegal,,TRUE
16900,African Nations Championship qualification,2019/10/20,Burkina Faso,0,0,Ghana,,,,TRUE
16901,African Cup of Nations qualification,2019/11/13,Cameroon,0,0,Cape Verde,,,,TRUE
16902,African Cup of Nations qualification,2019/11/13,Senegal,2,0,Congo,Senegal,Congo,,TRUE
16903,African Cup of Nations qualification,2019/11/14,Ghana,2,0,South Africa,Ghana,South Africa,,TRUE
16904,UEFA Euro qualification,2019/11/14,England,7,0,Montenegro,England,Montenegro,,TRUE
16905,UEFA Euro qualification,2019/11/14,Portugal,6,0,Lithuania,Portugal,Lithuania,,TRUE
16906,UEFA Euro qualification,2019/11/14,Serbia,3,2,Luxembourg,Serbia,Luxembourg,,TRUE
16907,UEFA Euro qualification,2019/11/14,France,2,1,Moldova,France,Moldova,,TRUE
16908,CONCACAF Nations League,2019/11/14,Curaçao,1,2,Costa Rica,Costa Rica,Curaçao,,TRUE
16909,Friendly,2019/11/14,Ecuador,3,0,Trinidad and Tobago,Ecuador,Trinidad and Tobago,,TRUE
16910,Friendly,2019/11/14,Qatar,2,0,Singapore,Qatar,Singapore,,TRUE
16911,FIFA World Cup qualification,2019/11/14,Jordan,0,1,Australia,Australia,Jordan,,TRUE
16912,FIFA World Cup qualification,2019/11/14,Iraq,2,1,Iran,Iraq,Iran,,FALSE
16913,FIFA World Cup qualification,2019/11/14,Uzbekistan,2,3,Saudi Arabia,Saudi Arabia,Uzbekistan,,TRUE
16914,FIFA World Cup qualification,2019/11/14,Kyrgyzstan,0,2,Japan,Japan,Kyrgyzstan,,TRUE
16915,FIFA World Cup qualification,2019/11/14,Lebanon,0,0,South Korea,,,,TRUE
16916,African Cup of Nations qualification,2019/11/15,Morocco,0,0,Mauritania,,,,TRUE
16917,African Cup of Nations qualification,2019/11/15,Tunisia,4,1,Libya,Tunisia,Libya,,TRUE
16918,UEFA Euro qualification,2019/11/15,Denmark,6,0,Gibraltar,Denmark,Gibraltar,,TRUE
16919,UEFA Euro qualification,2019/11/15,Switzerland,1,0,Georgia,Switzerland,Georgia,,TRUE
16920,UEFA Euro qualification,2019/11/15,Spain,7,0,Malta,Spain,Malta,,TRUE
16921,Superclasico de las Americas,2019/11/15,Brazil,0,1,Argentina,Argentina,Brazil,,FALSE
16922,CONCACAF Nations League,2019/11/15,United States,4,1,Canada,United States,Canada,,TRUE
16923,CONCACAF Nations League,2019/11/15,Panama,0,3,Mexico,Mexico,Panama,,TRUE
16924,Friendly,2019/11/15,Hungary,1,2,Uruguay,Uruguay,Hungary,,TRUE
16925,UEFA Euro qualification,2019/11/16,Northern Ireland,0,0,Netherlands,,,,TRUE
16926,UEFA Euro qualification,2019/11/16,Germany,4,0,Belarus,Germany,Belarus,,TRUE
16927,UEFA Euro qualification,2019/11/16,Croatia,3,1,Slovakia,Croatia,Slovakia,,TRUE
16928,UEFA Euro qualification,2019/11/16,Azerbaijan,0,2,Wales,Wales,Azerbaijan,,TRUE
16929,UEFA Euro qualification,2019/11/16,Israel,1,2,Poland,Poland,Israel,,TRUE
16930,UEFA Euro qualification,2019/11/16,Russia,1,4,Belgium,Belgium,Russia,,TRUE
16931,African Cup of Nations qualification,2019/11/17,Rwanda,0,1,Cameroon,Cameroon,Rwanda,,TRUE
16932,African Cup of Nations qualification,2019/11/17,Eswatini,1,4,Senegal,Senegal,Eswatini,,TRUE
16933,UEFA Euro qualification,2019/11/17,Kosovo,0,4,England,England,Kosovo,,TRUE
16934,UEFA Euro qualification,2019/11/17,Luxembourg,0,2,Portugal,Portugal,Luxembourg,,TRUE
16935,UEFA Euro qualification,2019/11/17,Serbia,2,2,Ukraine,,,,TRUE
16936,UEFA Euro qualification,2019/11/17,Albania,0,2,France,France,Albania,,TRUE
16937,CONCACAF Nations League,2019/11/17,Costa Rica,1,1,Haiti,,,,TRUE
16938,African Cup of Nations qualification,2019/11/18,São Tomé and Príncipe,0,1,Ghana,Ghana,São Tomé and Príncipe,,TRUE
16939,UEFA Euro qualification,2019/11/18,Republic of Ireland,1,1,Denmark,,,,TRUE
16940,UEFA Euro qualification,2019/11/18,Gibraltar,1,6,Switzerland,Switzerland,Gibraltar,,TRUE
16941,UEFA Euro qualification,2019/11/18,Spain,5,0,Romania,Spain,Romania,,TRUE
16942,Friendly,2019/11/18,Argentina,2,2,Uruguay,,,,FALSE
16943,African Cup of Nations qualification,2019/11/19,Burundi,0,3,Morocco,Morocco,Burundi,,TRUE
16944,African Cup of Nations qualification,2019/11/19,Equatorial Guinea,0,1,Tunisia,Tunisia,Equatorial Guinea,,TRUE
16945,UEFA Euro qualification,2019/11/19,Germany,6,1,Northern Ireland,Germany,Northern Ireland,,TRUE
16946,UEFA Euro qualification,2019/11/19,Netherlands,5,0,Estonia,Netherlands,Estonia,,TRUE
16947,UEFA Euro qualification,2019/11/19,Wales,2,0,Hungary,Wales,Hungary,,TRUE
16948,Kirin Challenge Cup,2019/11/19,Japan,1,4,Venezuela,Venezuela,Japan,,TRUE
16949,UEFA Euro qualification,2019/11/19,Poland,3,2,Slovenia,Poland,Slovenia,,TRUE
16950,UEFA Euro qualification,2019/11/19,Belgium,6,1,Cyprus,Belgium,Cyprus,,TRUE
16951,CONCACAF Nations League,2019/11/19,Cuba,0,4,United States,United States,Cuba,,FALSE
16952,CONCACAF Nations League,2019/11/19,Mexico,2,1,Bermuda,Mexico,Bermuda,,TRUE
16953,Friendly,2019/11/19,Brazil,3,0,South Korea,Brazil,South Korea,,FALSE
16954,Friendly,2019/11/19,Croatia,2,1,Georgia,Croatia,Georgia,,TRUE
16955,Friendly,2019/11/19,Ecuador,0,1,Colombia,Colombia,Ecuador,,FALSE
16956,Friendly,2019/11/19,Saudi Arabia,0,0,Paraguay,,,,TRUE
16957,FIFA World Cup qualification,2019/11/19,Afghanistan,0,1,Qatar,Qatar,Afghanistan,,FALSE
16958,Gulf Cup,2019/11/26,Qatar,1,2,Iraq,Iraq,Qatar,,TRUE
16959,Gulf Cup,2019/11/27,Saudi Arabia,1,3,Kuwait,Kuwait,Saudi Arabia,,FALSE
16960,Gulf Cup,2019/11/29,Qatar,6,0,Yemen,Qatar,Yemen,,TRUE
16961,Gulf Cup,2019/11/30,Bahrain,0,2,Saudi Arabia,Saudi Arabia,Bahrain,,FALSE
16962,Gulf Cup,2019/12/2,Qatar,4,2,United Arab Emirates,Qatar,United Arab Emirates,,TRUE
16963,Gulf Cup,2019/12/2,Oman,1,3,Saudi Arabia,Saudi Arabia,Oman,,FALSE
16964,Gulf Cup,2019/12/5,Qatar,0,1,Saudi Arabia,Saudi Arabia,Qatar,,TRUE
16965,Gulf Cup,2019/12/8,Bahrain,1,0,Saudi Arabia,Bahrain,Saudi Arabia,,FALSE
16966,EAFF Championship,2019/12/10,China PR,1,2,Japan,Japan,China PR,,FALSE
16967,EAFF Championship,2019/12/11,South Korea,2,0,Hong Kong,South Korea,Hong Kong,,TRUE
16968,EAFF Championship,2019/12/14,Japan,5,0,Hong Kong,Japan,Hong Kong,,FALSE
16969,EAFF Championship,2019/12/15,South Korea,1,0,China PR,South Korea,China PR,,TRUE
16970,EAFF Championship,2019/12/18,South Korea,1,0,Japan,South Korea,Japan,,TRUE
16971,Friendly,2020/1/7,Barbados,1,4,Canada,Canada,Barbados,,FALSE
16972,Friendly,2020/1/10,Barbados,1,4,Canada,Canada,Barbados,,FALSE
16973,Friendly,2020/1/15,Canada,0,1,Iceland,Iceland,Canada,,FALSE
16974,Friendly,2020/2/1,United States,1,0,Costa Rica,United States,Costa Rica,,TRUE
16975,UEFA Nations League,2020/9/3,Germany,1,1,Spain,,,,TRUE
16976,UEFA Nations League,2020/9/3,Ukraine,2,1,Switzerland,Ukraine,Switzerland,,TRUE
16977,UEFA Nations League,2020/9/3,Russia,3,1,Serbia,Russia,Serbia,,TRUE
16978,UEFA Nations League,2020/9/3,Finland,0,1,Wales,Wales,Finland,,TRUE
16979,UEFA Nations League,2020/9/4,Netherlands,1,0,Poland,Netherlands,Poland,,TRUE
16980,UEFA Nations League,2020/9/5,Iceland,0,1,England,England,Iceland,,TRUE
16981,UEFA Nations League,2020/9/5,Denmark,0,2,Belgium,Belgium,Denmark,,TRUE
16982,UEFA Nations League,2020/9/5,Portugal,4,1,Croatia,Portugal,Croatia,,TRUE
16983,UEFA Nations League,2020/9/5,Sweden,0,1,France,France,Sweden,,TRUE
16984,UEFA Nations League,2020/9/6,Spain,4,0,Ukraine,Spain,Ukraine,,TRUE
16985,UEFA Nations League,2020/9/6,Switzerland,1,1,Germany,,,,TRUE
16986,UEFA Nations League,2020/9/6,Serbia,0,0,Turkey,,,,TRUE
16987,UEFA Nations League,2020/9/6,Wales,1,0,Bulgaria,Wales,Bulgaria,,TRUE
16988,UEFA Nations League,2020/9/7,Bosnia and Herzegovina,1,2,Poland,Poland,Bosnia and Herzegovina,,TRUE
16989,UEFA Nations League,2020/9/7,Netherlands,0,1,Italy,Italy,Netherlands,,TRUE
16990,UEFA Nations League,2020/9/8,Belgium,5,1,Iceland,Belgium,Iceland,,TRUE
16991,UEFA Nations League,2020/9/8,Denmark,0,0,England,,,,TRUE
16992,UEFA Nations League,2020/9/8,France,4,2,Croatia,France,Croatia,,TRUE
16993,UEFA Nations League,2020/9/8,Sweden,0,2,Portugal,Portugal,Sweden,,TRUE
16994,Friendly,2020/10/7,Denmark,4,0,Faroe Islands,Denmark,Faroe Islands,,TRUE
16995,Friendly,2020/10/7,France,7,1,Ukraine,France,Ukraine,,TRUE
16996,Friendly,2020/10/7,Germany,3,3,Turkey,,,,TRUE
16997,Friendly,2020/10/7,Netherlands,0,1,Mexico,Mexico,Netherlands,,TRUE
16998,Friendly,2020/10/7,Poland,5,1,Finland,Poland,Finland,,TRUE
16999,Friendly,2020/10/7,Portugal,0,0,Spain,,,,TRUE
17000,Friendly,2020/10/7,Switzerland,1,2,Croatia,Croatia,Switzerland,,TRUE
17001,Friendly,2020/10/8,Belgium,1,1,Ivory Coast,,,,TRUE
17002,Friendly,2020/10/8,England,3,0,Wales,England,Wales,,TRUE
17003,Friendly,2020/10/8,Uzbekistan,1,2,Iran,Iran,Uzbekistan,,TRUE
17004,FIFA World Cup qualification,2020/10/8,Uruguay,2,1,Chile,Uruguay,Chile,,TRUE
17005,FIFA World Cup qualification,2020/10/8,Argentina,1,0,Ecuador,Argentina,Ecuador,,TRUE
17006,UEFA Euro qualification,2020/10/8,Norway,1,2,Serbia,Serbia,Norway,,TRUE
17007,Friendly,2020/10/9,Japan,0,0,Cameroon,,,,FALSE
17008,Friendly,2020/10/9,Mali,3,0,Ghana,Mali,Ghana,,FALSE
17009,Friendly,2020/10/9,Morocco,3,1,Senegal,Morocco,Senegal,,TRUE
17010,Friendly,2020/10/9,Tunisia,3,0,Sudan,Tunisia,Sudan,,TRUE
17011,FIFA World Cup qualification,2020/10/9,Brazil,5,0,Bolivia,Brazil,Bolivia,,TRUE
17012,UEFA Nations League,2020/10/10,Spain,1,0,Switzerland,Spain,Switzerland,,TRUE
17013,UEFA Nations League,2020/10/10,Ukraine,1,2,Germany,Germany,Ukraine,,TRUE
17014,Friendly,2020/10/10,Costa Rica,0,1,Panama,Panama,Costa Rica,,TRUE
17015,UEFA Nations League,2020/10/11,Bosnia and Herzegovina,0,0,Netherlands,,,,TRUE
17016,UEFA Nations League,2020/10/11,Poland,0,0,Italy,,,,TRUE
17017,UEFA Nations League,2020/10/11,England,2,1,Belgium,England,Belgium,,TRUE
17018,UEFA Nations League,2020/10/11,Iceland,0,3,Denmark,Denmark,Iceland,,TRUE
17019,UEFA Nations League,2020/10/11,Croatia,2,1,Sweden,Croatia,Sweden,,TRUE
17020,UEFA Nations League,2020/10/11,France,0,0,Portugal,,,,TRUE
17021,UEFA Nations League,2020/10/11,Serbia,0,1,Hungary,Hungary,Serbia,,TRUE
17022,UEFA Nations League,2020/10/11,Republic of Ireland,0,0,Wales,,,,TRUE
17023,Friendly,2020/10/12,Ghana,5,1,Qatar,Ghana,Qatar,,FALSE
17024,Friendly,2020/10/13,Cameroon,0,0,South Sudan,,,,TRUE
17025,UEFA Nations League,2020/10/13,Germany,3,3,Switzerland,,,,TRUE
17026,UEFA Nations League,2020/10/13,Ukraine,1,0,Spain,Ukraine,Spain,,TRUE
17027,Friendly,2020/10/13,Costa Rica,0,1,Panama,Panama,Costa Rica,,TRUE
17028,Friendly,2020/10/13,Japan,1,0,Ivory Coast,Japan,Ivory Coast,,FALSE
17029,Friendly,2020/10/13,Mexico,2,2,Algeria,,,,FALSE
17030,Friendly,2020/10/13,Morocco,1,1,DR Congo,,,,TRUE
17031,Friendly,2020/10/13,Nigeria,1,1,Tunisia,,,,FALSE
17032,FIFA World Cup qualification,2020/10/13,Bolivia,1,2,Argentina,Argentina,Bolivia,,TRUE
17033,FIFA World Cup qualification,2020/10/13,Ecuador,4,2,Uruguay,Ecuador,Uruguay,,TRUE
17034,FIFA World Cup qualification,2020/10/13,Peru,2,4,Brazil,Brazil,Peru,,TRUE
17035,UEFA Nations League,2020/10/14,Italy,1,1,Netherlands,,,,TRUE
17036,UEFA Nations League,2020/10/14,Poland,3,0,Bosnia and Herzegovina,Poland,Bosnia and Herzegovina,,TRUE
17037,UEFA Nations League,2020/10/14,Iceland,1,2,Belgium,Belgium,Iceland,,TRUE
17038,UEFA Nations League,2020/10/14,England,0,1,Denmark,Denmark,England,,TRUE
17039,UEFA Nations League,2020/10/14,Portugal,3,0,Sweden,Portugal,Sweden,,TRUE
17040,UEFA Nations League,2020/10/14,Croatia,1,2,France,France,Croatia,,TRUE
17041,UEFA Nations League,2020/10/14,Turkey,2,2,Serbia,,,,TRUE
17042,UEFA Nations League,2020/10/14,Bulgaria,0,1,Wales,Wales,Bulgaria,,TRUE
17043,Friendly,2020/11/11,Belgium,2,1,Switzerland,Belgium,Switzerland,,TRUE
17044,Friendly,2020/11/11,Denmark,2,0,Sweden,Denmark,Sweden,,TRUE
17045,Friendly,2020/11/11,France,0,2,Finland,Finland,France,,TRUE
17046,Friendly,2020/11/11,Germany,1,0,Czech Republic,Germany,Czech Republic,,TRUE
17047,Friendly,2020/11/11,Netherlands,1,1,Spain,,,,TRUE
17048,Friendly,2020/11/11,Poland,2,0,Ukraine,Poland,Ukraine,,TRUE
17049,Friendly,2020/11/11,Portugal,7,0,Andorra,Portugal,Andorra,,TRUE
17050,Friendly,2020/11/11,Turkey,3,3,Croatia,,,,TRUE
17051,UEFA Euro qualification,2020/11/12,Serbia,1,1,Scotland,,,Scotland win on penalties,TRUE
17052,Friendly,2020/11/12,Bosnia and Herzegovina,0,2,Iran,Iran,Bosnia and Herzegovina,,TRUE
17053,Friendly,2020/11/12,England,3,0,Republic of Ireland,England,Republic of Ireland,,TRUE
17054,Friendly,2020/11/12,Wales,0,0,United States,,,,TRUE
17055,FIFA World Cup qualification,2020/11/12,Bolivia,2,3,Ecuador,Ecuador,Bolivia,,TRUE
17056,FIFA World Cup qualification,2020/11/12,Argentina,1,1,Paraguay,,,,TRUE
17057,Friendly,2020/11/13,Costa Rica,1,1,Qatar,,,,FALSE
17058,Friendly,2020/11/13,Japan,1,0,Panama,Japan,Panama,,FALSE
17059,FIFA World Cup qualification,2020/11/13,Colombia,0,3,Uruguay,Uruguay,Colombia,,TRUE
17060,FIFA World Cup qualification,2020/11/13,Brazil,1,0,Venezuela,Brazil,Venezuela,,TRUE
17061,UEFA Nations League,2020/11/14,Portugal,0,1,France,France,Portugal,,TRUE
17062,UEFA Nations League,2020/11/14,Sweden,2,1,Croatia,Sweden,Croatia,,TRUE
17063,UEFA Nations League,2020/11/14,Germany,3,1,Ukraine,Germany,Ukraine,,TRUE
17064,UEFA Nations League,2020/11/14,Switzerland,1,1,Spain,,,,TRUE
17065,Friendly,2020/11/14,Mexico,3,2,South Korea,Mexico,South Korea,,FALSE
17066,Friendly,2020/11/14,Saudi Arabia,3,0,Jamaica,Saudi Arabia,Jamaica,,TRUE
17067,UEFA Nations League,2020/11/15,Netherlands,3,1,Bosnia and Herzegovina,Netherlands,Bosnia and Herzegovina,,TRUE
17068,UEFA Nations League,2020/11/15,Italy,2,0,Poland,Italy,Poland,,TRUE
17069,UEFA Nations League,2020/11/15,Belgium,2,0,England,Belgium,England,,TRUE
17070,UEFA Nations League,2020/11/15,Denmark,2,1,Iceland,Denmark,Iceland,,TRUE
17071,UEFA Nations League,2020/11/15,Hungary,1,1,Serbia,,,,TRUE
17072,UEFA Nations League,2020/11/15,Wales,1,0,Republic of Ireland,Wales,Republic of Ireland,,TRUE
17073,Friendly,2020/11/16,United States,6,2,Panama,United States,Panama,,FALSE
17074,Friendly,2020/11/16,Basque Country,2,1,Costa Rica,Basque Country,Costa Rica,,TRUE
17075,UEFA Nations League,2020/11/17,Croatia,2,3,Portugal,Portugal,Croatia,,TRUE
17076,UEFA Nations League,2020/11/17,France,4,2,Sweden,France,Sweden,,TRUE
17077,UEFA Nations League,2020/11/17,Spain,6,0,Germany,Spain,Germany,,TRUE
17078,UEFA Nations League,2020/11/17,Switzerland,3,0,Ukraine,Switzerland,Ukraine,,TRUE
17079,Friendly,2020/11/17,Japan,0,2,Mexico,Mexico,Japan,,FALSE
17080,Friendly,2020/11/17,South Korea,2,1,Qatar,South Korea,Qatar,,FALSE
17081,Friendly,2020/11/17,Saudi Arabia,1,2,Jamaica,Jamaica,Saudi Arabia,,TRUE
17082,FIFA World Cup qualification,2020/11/17,Ecuador,6,1,Colombia,Ecuador,Colombia,,TRUE
17083,FIFA World Cup qualification,2020/11/17,Peru,0,2,Argentina,Argentina,Peru,,TRUE
17084,FIFA World Cup qualification,2020/11/17,Uruguay,0,2,Brazil,Brazil,Uruguay,,TRUE
17085,UEFA Nations League,2020/11/18,Poland,1,2,Netherlands,Netherlands,Poland,,TRUE
17086,UEFA Nations League,2020/11/18,England,4,0,Iceland,England,Iceland,,TRUE
17087,UEFA Nations League,2020/11/18,Belgium,4,2,Denmark,Belgium,Denmark,,TRUE
17088,UEFA Nations League,2020/11/18,Serbia,5,0,Russia,Serbia,Russia,,TRUE
17089,UEFA Nations League,2020/11/18,Wales,3,1,Finland,Wales,Finland,,TRUE
17090,FIFA World Cup qualification,2020/12/4,Qatar,5,0,Bangladesh,Qatar,Bangladesh,,TRUE
17091,Friendly,2020/12/9,United States,6,0,El Salvador,United States,El Salvador,,TRUE
17092,Friendly,2021/1/25,Dominican Republic,0,0,Serbia,,,,TRUE
17093,Friendly,2021/1/28,Panama,0,0,Serbia,,,,TRUE
17094,Friendly,2021/1/31,United States,7,0,Trinidad and Tobago,United States,Trinidad and Tobago,,TRUE
17095,Friendly,2021/3/24,Qatar,1,0,Luxembourg,Qatar,Luxembourg,,FALSE
17096,FIFA World Cup qualification,2021/3/24,Portugal,1,0,Azerbaijan,Portugal,Azerbaijan,,FALSE
17097,FIFA World Cup qualification,2021/3/24,Serbia,3,2,Republic of Ireland,Serbia,Republic of Ireland,,TRUE
17098,FIFA World Cup qualification,2021/3/24,France,1,1,Ukraine,,,,TRUE
17099,FIFA World Cup qualification,2021/3/24,Belgium,3,1,Wales,Belgium,Wales,,TRUE
17100,FIFA World Cup qualification,2021/3/24,Turkey,4,2,Netherlands,Turkey,Netherlands,,TRUE
17101,FIFA World Cup qualification,2021/3/24,Slovenia,1,0,Croatia,Slovenia,Croatia,,TRUE
17102,Friendly,2021/3/25,Japan,3,0,South Korea,Japan,South Korea,,TRUE
17103,Friendly,2021/3/25,Saudi Arabia,1,0,Kuwait,Saudi Arabia,Kuwait,,TRUE
17104,Friendly,2021/3/25,United States,4,1,Jamaica,United States,Jamaica,,FALSE
17105,FIFA World Cup qualification,2021/3/25,Canada,5,1,Bermuda,Canada,Bermuda,,FALSE
17106,FIFA World Cup qualification,2021/3/25,Spain,1,1,Greece,,,,TRUE
17107,FIFA World Cup qualification,2021/3/25,Bulgaria,1,3,Switzerland,Switzerland,Bulgaria,,TRUE
17108,FIFA World Cup qualification,2021/3/25,Israel,0,2,Denmark,Denmark,Israel,,TRUE
17109,FIFA World Cup qualification,2021/3/25,England,5,0,San Marino,England,San Marino,,TRUE
17110,FIFA World Cup qualification,2021/3/25,Hungary,3,3,Poland,,,,TRUE
17111,FIFA World Cup qualification,2021/3/25,Germany,3,0,Iceland,Germany,Iceland,,TRUE
17112,African Cup of Nations qualification,2021/3/25,South Africa,1,1,Ghana,,,,TRUE
17113,African Cup of Nations qualification,2021/3/25,Libya,2,5,Tunisia,Tunisia,Libya,,TRUE
17114,African Cup of Nations qualification,2021/3/26,Mauritania,0,0,Morocco,,,,TRUE
17115,African Cup of Nations qualification,2021/3/26,Cape Verde,3,1,Cameroon,Cape Verde,Cameroon,,TRUE
17116,African Cup of Nations qualification,2021/3/26,Congo,0,0,Senegal,,,,TRUE
17117,Friendly,2021/3/27,Bosnia and Herzegovina,0,0,Costa Rica,,,,TRUE
17118,Friendly,2021/3/27,Qatar,2,1,Azerbaijan,Qatar,Azerbaijan,,FALSE
17119,Friendly,2021/3/27,Wales,1,0,Mexico,Wales,Mexico,,TRUE
17120,FIFA World Cup qualification,2021/3/27,Serbia,2,2,Portugal,,,,TRUE
17121,FIFA World Cup qualification,2021/3/27,Czech Republic,1,1,Belgium,,,,TRUE
17122,FIFA World Cup qualification,2021/3/27,Netherlands,2,0,Latvia,Netherlands,Latvia,,TRUE
17123,FIFA World Cup qualification,2021/3/27,Croatia,1,0,Cyprus,Croatia,Cyprus,,TRUE
17124,Friendly,2021/3/28,Northern Ireland,1,2,United States,United States,Northern Ireland,,TRUE
17125,FIFA World Cup qualification,2021/3/28,Georgia,1,2,Spain,Spain,Georgia,,TRUE
17126,FIFA World Cup qualification,2021/3/28,Switzerland,1,0,Lithuania,Switzerland,Lithuania,,TRUE
17127,FIFA World Cup qualification,2021/3/28,Kazakhstan,0,2,France,France,Kazakhstan,,TRUE
17128,FIFA World Cup qualification,2021/3/28,Denmark,8,0,Moldova,Denmark,Moldova,,TRUE
17129,FIFA World Cup qualification,2021/3/28,Albania,0,2,England,England,Albania,,TRUE
17130,FIFA World Cup qualification,2021/3/28,Poland,3,0,Andorra,Poland,Andorra,,TRUE
17131,FIFA World Cup qualification,2021/3/28,Romania,0,1,Germany,Germany,Romania,,TRUE
17132,African Cup of Nations qualification,2021/3/28,Ghana,3,1,São Tomé and Príncipe,Ghana,São Tomé and Príncipe,,TRUE
17133,African Cup of Nations qualification,2021/3/28,Tunisia,2,1,Equatorial Guinea,Tunisia,Equatorial Guinea,,TRUE
17134,Friendly,2021/3/29,Ecuador,2,1,Bolivia,Ecuador,Bolivia,,TRUE
17135,FIFA World Cup qualification,2021/3/29,Cayman Islands,0,11,Canada,Canada,Cayman Islands,,FALSE
17136,Friendly,2021/3/30,Costa Rica,0,1,Mexico,Mexico,Costa Rica,,FALSE
17137,Friendly,2021/3/30,Iran,3,0,Syria,Iran,Syria,,TRUE
17138,Friendly,2021/3/30,Republic of Ireland,1,1,Qatar,,,,FALSE
17139,FIFA World Cup qualification,2021/3/30,Azerbaijan,1,2,Serbia,Serbia,Azerbaijan,,TRUE
17140,FIFA World Cup qualification,2021/3/30,Luxembourg,1,3,Portugal,Portugal,Luxembourg,,TRUE
17141,FIFA World Cup qualification,2021/3/30,Wales,1,0,Czech Republic,Wales,Czech Republic,,TRUE
17142,FIFA World Cup qualification,2021/3/30,Belgium,8,0,Belarus,Belgium,Belarus,,TRUE
17143,FIFA World Cup qualification,2021/3/30,Gibraltar,0,7,Netherlands,Netherlands,Gibraltar,,TRUE
17144,FIFA World Cup qualification,2021/3/30,Croatia,3,0,Malta,Croatia,Malta,,TRUE
17145,FIFA World Cup qualification,2021/3/30,Saudi Arabia,5,0,Palestine,Saudi Arabia,Palestine,,TRUE
17146,FIFA World Cup qualification,2021/3/30,Japan,14,0,Mongolia,Japan,Mongolia,,TRUE
17147,African Cup of Nations qualification,2021/3/30,Morocco,1,0,Burundi,Morocco,Burundi,,TRUE
17148,African Cup of Nations qualification,2021/3/30,Cameroon,0,0,Rwanda,,,,TRUE
